Data,Id,Nome,Categoria,Sub-categoria,Valor,Sistema ,Fisico ,Situação,Motivo,Resolvido ? ,Como ?
2025-07-24,23975,Vidro e touchscreen iPad 2 - Preto,Manutenção LCD/ Touch,iPad 2,"250,00",3,3.0,OK,,,
2025-07-24,23980,Vidro e touchscreen iPad 2 - Branco,Manutenção LCD/ Touch,iPad 2,"250,00",2,2.0,OK,,,
2025-07-24,24169,LCD para iPad 2,Manutenção LCD/ Touch,iPad 2,"350,00",1,1.0,OK,,,
2025-07-24,27551,Vidro e touchscreen 10th Generation 2022 A2696 10.9 - Preto,Manutenção LCD/ Touch,iPad 10° Ger. 10.9,"1.500,00",1,1.0,OK,,,
2025-07-24,24886,Vidro e touchscreen com LCD iPad Air 3 Preto,Manutenção LCD/ Touch,iPad,"2.500,00",1,1.0,OK,,,
2025-07-24,24887,Vidro e touchscreen com LCD iPad Air 3 Branco ,Manutenção LCD/ Touch,iPad,"2.400,00",1,1.0,OK,,,
2025-07-24,21315,Antena Wi-Fi - iPhone 6S Plus,Manutenção Wi-Fi,M. iPhone 6S Plus,"200,00",3,3.0,OK,,,
2025-07-24,20722,Flex Power - iPhone 6S Plus,Manutenção Vibra / Volume / Power,M. iPhone 6S Plus,"200,00",2,2.0,OK,,,
2025-07-24,20755,Flex Volume e Vibra - iPhone 6S Plus,Manutenção Vibra / Volume / Power,M. iPhone 6S Plus,"200,00",1,1.0,OK,,,
2025-07-24,20723,Speaker - iPhone 6S Plus,Manutenção Speaker,M. iPhone 6S Plus,"200,00",3,3.0,OK,,,
2025-07-24,20719,Flex Home iPhone 6S Plus - Preto,Manutenção Flex do Home,M. iPhone 6S Plus,"200,00",1,1.0,OK,,,
2025-07-24,20720,Flex Home iPhone 6S Plus - Prata,Manutenção Flex do Home,M. iPhone 6S Plus,"200,00",1,1.0,OK,,,
2025-07-24,20721,Flex Home iPhone 6S Plus - Dourado,Manutenção Flex do Home,M. iPhone 6S Plus,"200,00",3,3.0,OK,,,
2025-07-24,21300,Flex Home iPhone 6S Plus - Rosê,Manutenção Flex do Home,M. iPhone 6S Plus,"200,00",1,1.0,OK,,,
2025-07-24,24588,Flex de conector de carga para iPhone 6S Plus - Branco,Manutenção Conector,M. iPhone 6S Plus,"200,00",3,3.0,OK,,,
2025-07-24,24589,Flex de conector de carga para iPhone 6S Plus - Cinza,Manutenção Conector,M. iPhone 6S Plus,"200,00",2,2.0,OK,,,
2025-07-24,23904,Câmera Traseira para iPhone 6S Plus,Manutenção Câmera,M. iPhone 6S Plus,"200,00",2,2.0,OK,,,
2025-07-24,23905,Câmera Frontal e Sensor para iPhone 6S Plus,Manutenção Câmera,M. iPhone 6S Plus,"200,00",2,2.0,OK,,,
2025-07-24,23902,Antena Wi-Fi para iPhone 6S,Manutenção Wi-Fi,M. iPhone 6S,"200,00",3,3.0,OK,,,
2025-07-24,8154,Flex Power/Volume/Vibra - iPhone 6S,Manutenção Vibra / Volume / Power,M. iPhone 6S,"200,00",2,2.0,OK,,,
2025-07-24,8153,Speaker - iPhone 6S,Manutenção Speaker,M. iPhone 6S,"200,00",3,3.0,OK,,,
2025-07-24,8145,Flex Home iPhone 6S - Prata,Manutenção Flex do Home,M. iPhone 6S,"200,00",3,3.0,OK,,,
2025-07-24,21299,Flex Home iPhone 6S - Dourado,Manutenção Flex do Home,M. iPhone 6S,"200,00",3,3.0,OK,,,
2025-07-24,24118,Flex de Conector de Carga para iPhone 6S - Branco,Manutenção Conector,M. iPhone 6S,"200,00",3,3.0,OK,,,
2025-07-24,24417,Flex de Conector de Carga para iPhone 6S - Cinza Escuro,Manutenção Conector,M. iPhone 6S,"200,00",1,1.0,OK,,,
2025-07-24,24032,Câmera Traseira para iPhone 6S,Manutenção Câmera,M. iPhone 6S,"200,00",3,3.0,OK,,,
2025-07-24,24033,Câmera Frontal e Sensor para iPhone 6S,Manutenção Câmera,M. iPhone 6S,"200,00",3,3.0,OK,,,
2025-07-24,8152,Alto-Falante iPhone 6S,Manutenção Alto Falante,M. iPhone 6S,"200,00",1,1.0,OK,,,
2025-07-24,21069,Antena Wi-Fi - iPhone 6 Plus,Manutenção Wi-Fi,M. iPhone 6 Plus,"180,00",2,2.0,OK,,,
2025-07-24,4348,Flex Volume e Vibra - iPhone 6 Plus,Manutenção Vibra / Volume / Power,M. iPhone 6 Plus,"180,00",2,2.0,OK,,,
2025-07-24,4349,Flex Power - iPhone 6 Plus,Manutenção Vibra / Volume / Power,M. iPhone 6 Plus,"180,00",3,3.0,OK,,,
2025-07-24,4352,Motor do Vibra - iPhone 6 Plus,Manutenção Vibra / Volume / Power,M. iPhone 6 Plus,"180,00",3,3.0,OK,,,
2025-07-24,4981,Speaker - iPhone 6 Plus,Manutenção Speaker,M. iPhone 6 Plus,"180,00",2,2.0,OK,,,
2025-07-24,4355,Flex Home iPhone 6 Plus - Prata,Manutenção Flex do Home,M. iPhone 6 Plus,"180,00",2,2.0,OK,,,
2025-07-24,4356,Flex Home iPhone 6 Plus - Dourado,Manutenção Flex do Home,M. iPhone 6 Plus,"180,00",3,3.0,OK,,,
2025-07-24,24029,Flex de Conector de Carga para iPhone 6 Plus Cinza Escuro,Manutenção Conector,M. iPhone 6 Plus,"180,00",3,3.0,OK,,,
2025-07-24,24031,Flex de Conector de Carga para iPhone 6 Plus Branco,Manutenção Conector,M. iPhone 6 Plus,"180,00",1,1.0,OK,,,
2025-07-24,4350,Câmera Frontal e Sensor de Proximidade - iPhone 6 Plus,Manutenção Câmera,M. iPhone 6 Plus,"0,00",2,2.0,OK,,,
2025-07-24,24025,Câmera Traseira para iPhone 6 Plus,Manutenção Câmera,M. iPhone 6 Plus,"180,00",2,2.0,OK,,,
2025-07-24,24027,Câmera Frontal e Sensor para iPhone 6 Plus,Manutenção Câmera,M. iPhone 6 Plus,"180,00",1,1.0,OK,,,
2025-07-24,4353,Alto-Falante iPhone 6 Plus,Manutenção Alto Falante,M. iPhone 6 Plus,"180,00",3,3.0,OK,,,
2025-07-24,20737,Antena Wi-Fi - iPhone 6,Manutenção Wi-Fi,M. iPhone 6,"180,00",2,2.0,OK,,,
2025-07-24,4362,Flex Volume e Vibra - iPhone 6,Manutenção Vibra / Volume / Power,M. iPhone 6,"180,00",3,3.0,OK,,,
2025-07-24,4363,Flex Power - iPhone 6,Manutenção Vibra / Volume / Power,M. iPhone 6,"180,00",2,2.0,OK,,,
2025-07-24,4366,Motor do Vibra - iPhone 6,Manutenção Vibra / Volume / Power,M. iPhone 6,"180,00",3,3.0,OK,,,
2025-07-24,4367,Speaker - iPhone 6,Manutenção Speaker,M. iPhone 6,"180,00",3,3.0,OK,,,
2025-07-24,4456,Flex Home iPhone 6 - Prata,Manutenção Flex do Home,M. iPhone 6,"100,00",1,1.0,OK,,,
2025-07-24,4457,Flex Home iPhone 6 - Dourado,Manutenção Flex do Home,M. iPhone 6,"100,00",1,1.0,OK,,,
2025-07-24,4460,Conector de Carga iPhone 6 - Cinza Escuro,Manutenção Conector,M. iPhone 6,"180,00",2,2.0,OK,,,
2025-07-24,24415,Flex de Conector de Carga para iPhone 6 - Branco,Manutenção Conector,M. iPhone 6,"180,00",1,1.0,OK,,,
2025-07-24,24416,Flex de Conector de Carga para iPhone 6 - Cinza Claro,Manutenção Conector,M. iPhone 6,"180,00",2,2.0,OK,,,
2025-07-24,4365,Câmera Traseira - iPhone 6,Manutenção Câmera,M. iPhone 6,"180,00",3,3.0,OK,,,
2025-07-24,24413,Câmera Frontal e Sensor para iPhone 6,Manutenção Câmera,M. iPhone 6,"180,00",3,3.0,OK,,,
2025-07-24,4658,Alto-Falante iPhone 6,Manutenção Alto Falante,M. iPhone 6,"180,00",3,3.0,OK,,,
2025-07-24,3882,Flex Power/Volume/Vibra - iPhone 5S,Manutenção Vibra / Volume / Power,M. iPhone 5S,"200,00",2,2.0,OK,,,
2025-07-24,4395,Motor do Vibra - iPhone 5S/SE,Manutenção Vibra / Volume / Power,M. iPhone 5S,"200,00",2,2.0,OK,,,
2025-07-24,3969,Speaker - iPhone 5S/SE,Manutenção Speaker,M. iPhone 5S,"150,00",4,4.0,OK,,,
2025-07-24,3555,Flex Home iPhone 5S/SE - Prata,Manutenção Flex do Home,M. iPhone 5S,"150,00",2,2.0,OK,,,
2025-07-24,24586,Flex de conector de carga para iPhone 5S - Preto,Manutenção Conector,M. iPhone 5S,"200,00",3,3.0,OK,,,
2025-07-24,24587,Flex de conector de carga para iPhone 5S - Branco,Manutenção Conector,M. iPhone 5S,"200,00",3,3.0,OK,,,
2025-07-24,3800,Câmera Traseira - iPhone 5S,Manutenção Câmera,M. iPhone 5S,"200,00",1,1.0,OK,,,
2025-07-24,23987,Câmera Frontal e Sensor para iPhone 5S/SE,Manutenção Câmera,M. iPhone 5S,"200,00",2,2.0,OK,,,
2025-07-24,3751,Alto-Falante iPhone 5S/SE,Manutenção Alto Falante,M. iPhone 5S,"200,00",3,3.0,OK,,,
2025-07-24,322,Flex Home - iPhone 4,Manutenção Flex do Home,M. iPhone 4,"50,00",1,1.0,OK,,,
2025-07-24,313,Flex Volume/P2 - iPhone 4,Manutenção Flex do Fone,M. iPhone 4,"80,00",1,1.0,OK,,,
2025-07-24,27810,Câmera traseira do iPhone 16 Pro Max,Manutenção Câmera,M. iPhone 16 Pro Max,"2.500,00",1,1.0,OK,,,
2025-07-24,27814,Câmera frontal do iPhone 16 Pro Max,Manutenção Câmera,M. iPhone 16 Pro Max,"2.800,00",1,1.0,OK,,,
2025-07-24,27824,Lente de Câmera iPhone 16 Pro Max - P,Manutenção Câmera,M. iPhone 16 Pro Max,"600,00",2,2.0,OK,,,
2025-07-24,27825,Lente de Câmera iPhone 16 Pro Max - M,Manutenção Câmera,M. iPhone 16 Pro Max,"600,00",2,2.0,OK,,,
2025-07-24,27826,Lente de Câmera iPhone 16 Pro Max - G,Manutenção Câmera,M. iPhone 16 Pro Max,"600,00",2,2.0,OK,,,
2025-07-24,27809,Câmera traseira do iPhone 16 Pro,Manutenção Câmera,M. iPhone 16 Pro,"0,00",1,1.0,OK,,,
2025-07-24,27822,Lente de Câmera iPhone 16 Pro - M,Manutenção Câmera,M. iPhone 16 Pro,"0,00",2,2.0,OK,,,
2025-07-24,27811,Câmera frontal do iPhone 16,Manutenção Câmera,M. iPhone 16,"1.800,00",1,1.0,OK,,,
2025-07-24,28092,Câmera frontal do iPhone 16 Pro,Manutenção Câmera,M. iPhone 16,"1.000,00",1,1.0,OK,,,
2025-07-24,27116,Flex sensor / microfone da câmera do iPhone 15 Pro Max,Manutenção Flex do Sensor,M. iPhone 15 Pro Max,"1.700,00",2,2.0,OK,,,
2025-07-24,27260,Conector de Carga iPhone 15 Pro Max - Preto,Manutenção Conector,M. iPhone 15 Pro Max,"2.000,00",2,2.0,OK,,,
2025-07-24,27261,Conector de Carga iPhone 15 Pro Max - Branco,Manutenção Conector,M. iPhone 15 Pro Max,"2.000,00",2,2.0,OK,,,
2025-07-24,27112,Lente de Vidro da Câmera para iPhone 15 Pro Max - P,Manutenção Câmera,M. iPhone 15 Pro Max,"600,00",1,1.0,OK,,,
2025-07-24,27113,Lente de Vidro da Câmera para iPhone 15 Pro Max - M,Manutenção Câmera,M. iPhone 15 Pro Max,"600,00",2,2.0,OK,,,
2025-07-24,27114,Lente de Vidro da Câmera para iPhone 15 Pro Max - G,Manutenção Câmera,M. iPhone 15 Pro Max,"600,00",1,1.0,OK,,,
2025-07-24,27235,Flex flash do iPhone 15 Pro Max,Manutenção Câmera,M. iPhone 15 Pro Max,"1.500,00",1,1.0,OK,,,
2025-07-24,27125,Flex sensor / microfone da câmera do iPhone 15 Pro,Manutenção Flex do Sensor,M. iPhone 15 Pro,"1.300,00",2,2.0,OK,,,
2025-07-24,27258,Conector de Carga iPhone 15 Pro - Branco,Manutenção Conector,M. iPhone 15 Pro,"2.000,00",2,2.0,OK,,,
2025-07-24,27259,Conector de Carga iPhone 15 Pro - Preto,Manutenção Conector,M. iPhone 15 Pro,"2.000,00",2,2.0,OK,,,
2025-07-24,27109,Lente de Vidro da Câmera para iPhone 15 Pro - P,Manutenção Câmera,M. iPhone 15 Pro,"600,00",2,2.0,OK,,,
2025-07-24,27110,Lente de Vidro da Câmera para iPhone 15 Pro - M,Manutenção Câmera,M. iPhone 15 Pro,"600,00",1,1.0,OK,,,
2025-07-24,27111,Lente de Vidro da Câmera para iPhone 15 Pro - G,Manutenção Câmera,M. iPhone 15 Pro,"600,00",2,2.0,OK,,,
2025-07-24,27483,Câmera traseira do iPhone 15 Pro,Manutenção Câmera,M. iPhone 15 Pro,"1.800,00",1,1.0,OK,,,
2025-07-24,27184,Flex sensor / microfone da câmera do iPhone 15 Plus,Manutenção Flex do Sensor,M. iPhone 15 Plus,"1.500,00",2,2.0,OK,,,
2025-07-24,27233,Flex flash do iPhone 15 Plus,Manutenção Câmera,M. iPhone 15 Plus,"1.500,00",1,1.0,OK,,,
2025-07-24,27115,Flex sensor / microfone da câmera do iPhone 15,Manutenção Flex do Sensor,M. iPhone 15,"1.300,00",2,2.0,OK,,,
2025-07-24,27256,Conector de Carga iPhone 15 - Preto,Manutenção Conector,M. iPhone 15,"1.800,00",2,2.0,OK,,,
2025-07-24,27257,Conector de Carga iPhone 15 - Branco,Manutenção Conector,M. iPhone 15,"1.800,00",2,2.0,OK,,,
2025-07-24,27108,Lente de Vidro da Câmera para iPhone 15,Manutenção Câmera,M. iPhone 15,"600,00",2,2.0,OK,,,
2025-07-24,27482,Câmera traseira do iPhone 15,Manutenção Câmera,M. iPhone 15,"1.500,00",1,1.0,OK,,,
2025-07-24,27449,Flex power do iPhone 14 Pro Max,Manutenção Vibra / Volume / Power,M. iPhone 14 Pro Max,"800,00",2,2.0,OK,,,
2025-07-24,26378,Flex sensor / microfone da câmera do iPhone 14 Pro Max,Manutenção Flex do Sensor,M. iPhone 14 Pro Max,"1.500,00",3,3.0,OK,,,
2025-07-24,26412,Conector de carga do iPhone 14 Pro Max - Roxo-profundo,Manutenção Conector,M. iPhone 14 Pro Max,"1.300,00",2,2.0,OK,,,
2025-07-24,26413,Conector de carga do iPhone 14 Pro Max - Dourado,Manutenção Conector,M. iPhone 14 Pro Max,"1.300,00",2,2.0,OK,,,
2025-07-24,26414,Conector de carga do iPhone 14 Pro Max - Branco,Manutenção Conector,M. iPhone 14 Pro Max,"1.300,00",2,2.0,OK,,,
2025-07-24,26415,Conector de carga do iPhone 14 Pro Max - Preto,Manutenção Conector,M. iPhone 14 Pro Max,"1.300,00",2,2.0,OK,,,
2025-07-24,26206,Lente de Vidro da Câmera para iPhone 14 Pro Max - P,Manutenção Câmera,M. iPhone 14 Pro Max,"400,00",2,2.0,OK,,,
2025-07-24,26207,Lente de Vidro da Câmera para iPhone 14 Pro Max - M,Manutenção Câmera,M. iPhone 14 Pro Max,"400,00",2,2.0,OK,,,
2025-07-24,26208,Lente de Vidro da Câmera para iPhone 14 Pro Max - G,Manutenção Câmera,M. iPhone 14 Pro Max,"400,00",2,2.0,OK,,,
2025-07-24,26389,Flex flash do iPhone 14 Pro Max,Manutenção Câmera,M. iPhone 14 Pro Max,"1.300,00",2,2.0,OK,,,
2025-07-24,26387,Alto-falante auricular do iPhone 14 Pro Max,Manutenção Alto Falante,M. iPhone 14 Pro Max,"700,00",2,2.0,OK,,,
2025-07-24,26377,Flex sensor / microfone da câmera do iPhone 14 Pro,Manutenção Flex do Sensor,M. iPhone 14 Pro,"1.000,00",2,2.0,OK,,,
2025-07-24,26409,Conector de carga do iPhone 14 Pro - Roxo-profundo,Manutenção Conector,M. iPhone 14 Pro,"800,00",2,2.0,OK,,,
2025-07-24,26410,Conector de carga do iPhone 14 Pro - Dourado,Manutenção Conector,M. iPhone 14 Pro,"800,00",2,2.0,OK,,,
2025-07-24,26411,Conector de carga do iPhone 14 Pro - Branco,Manutenção Conector,M. iPhone 14 Pro,"800,00",1,1.0,OK,,,
2025-07-24,26203,Lente de Vidro da Câmera para iPhone 14 Pro - P,Manutenção Câmera,M. iPhone 14 Pro,"400,00",3,3.0,OK,,,
2025-07-24,26204,Lente de Vidro da Câmera para iPhone 14 Pro - M,Manutenção Câmera,M. iPhone 14 Pro,"400,00",1,1.0,OK,,,
2025-07-24,26205,Lente de Vidro da Câmera para iPhone 14 Pro - G,Manutenção Câmera,M. iPhone 14 Pro,"400,00",2,2.0,OK,,,
2025-07-24,26373,Câmera traseira do iPhone 14 Pro,Manutenção Câmera,M. iPhone 14 Pro,"1.500,00",1,1.0,OK,,,
2025-07-24,26386,Alto-falante auricular do iPhone 14 Pro,Manutenção Alto Falante,M. iPhone 14 Pro,"700,00",2,2.0,OK,,,
2025-07-24,26376,Flex sensor / microfone da câmera do iPhone 14 Plus,Manutenção Flex do Sensor,M. iPhone 14 Plus,"1.000,00",2,2.0,OK,,,
2025-07-24,26405,Conector de carga do iPhone 14 Plus - Preto,Manutenção Conector,M. iPhone 14 Plus,"800,00",1,1.0,OK,,,
2025-07-24,26406,Conector de carga do iPhone 14 Plus - Branco,Manutenção Conector,M. iPhone 14 Plus,"800,00",2,2.0,OK,,,
2025-07-24,26408,Conector de carga do iPhone 14 Plus - Vermelho,Manutenção Conector,M. iPhone 14 Plus,"800,00",1,1.0,OK,,,
2025-07-24,26202,Lente de Vidro da Câmera para iPhone 14 Plus - G,Manutenção Câmera,M. iPhone 14 Plus,"400,00",1,1.0,OK,,,
2025-07-24,26372,Câmera traseira do iPhone 14 Plus,Manutenção Câmera,M. iPhone 14 Plus,"1.200,00",2,2.0,OK,,,
2025-07-24,26385,Alto-falante auricular do iPhone 14 Plus,Manutenção Alto Falante,M. iPhone 14 Plus,"700,00",2,2.0,OK,,,
2025-07-24,26382,Flex volume / vibra do iPhone 14,Manutenção Vibra / Volume / Power,M. iPhone 14,"800,00",2,2.0,OK,,,
2025-07-24,26375,Flex sensor / microfone da câmera do iPhone 14,Manutenção Flex do Sensor,M. iPhone 14,"800,00",2,2.0,OK,,,
2025-07-24,26401,Conector de carga do iPhone 14 - Preto,Manutenção Conector,M. iPhone 14,"800,00",2,2.0,OK,,,
2025-07-24,26402,Conector de carga do iPhone 14 - Branco,Manutenção Conector,M. iPhone 14,"800,00",2,2.0,OK,,,
2025-07-24,26403,Conector de carga do iPhone 14 - Azul,Manutenção Conector,M. iPhone 14,"800,00",2,2.0,OK,,,
2025-07-24,26404,Conector de carga do iPhone 14 - Vermelho,Manutenção Conector,M. iPhone 14,"800,00",2,2.0,OK,,,
2025-07-24,26190,Lente de Vidro da Câmera para iPhone 14 - G,Manutenção Câmera,M. iPhone 14,"400,00",1,1.0,OK,,,
2025-07-24,26371,Câmera traseira do iPhone 14,Manutenção Câmera,M. iPhone 14,"1.000,00",1,1.0,OK,,,
2025-07-24,26384,Alto-falante auricular do iPhone 14,Manutenção Alto Falante,M. iPhone 14,"600,00",2,2.0,OK,,,
2025-07-24,26258,Flex volume / power / vibra / indução - iPhone 13 Pro Max,Manutenção Vibra / Volume / Power,M. iPhone 13 Pro Max,"800,00",2,2.0,OK,,,
2025-07-24,26131,Flex microfone da câmera traseira - iPhone 13 Pro Max,Manutenção Microfone,M. iPhone 13 Pro Max,"800,00",1,1.0,OK,,,
2025-07-24,26132,Flex sensor face ID - iPhone 13 Pro Max,Manutenção Flex do Sensor,M. iPhone 13 Pro Max,"800,00",2,2.0,OK,,,
2025-07-24,26260,Flex do flash - iPhone 13 Pro Max,Manutenção Flex do Sensor,M. iPhone 13 Pro Max,"900,00",1,1.0,OK,,,
2025-07-24,25494,Conector de Carga iPhone 13 Pro Max - Branco,Manutenção Conector,M. iPhone 13 Pro Max,"800,00",2,2.0,OK,,,
2025-07-24,23944,Tampa de vidro com lente traseira para iPhone XS Max - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone XS Max,"500,00",2,2.0,OK,,,
2025-07-24,23946,Tampa de vidro com lente traseira para iPhone XS Max - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone XS Max,"500,00",2,2.0,OK,,,
2025-07-24,24021,Aro com carcaça metalica para iPhone XS Max - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone XS Max,"900,00",1,1.0,OK,,,
2025-07-24,24022,Aro com carcaça metalica para iPhone XS Max - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone XS Max,"900,00",1,1.0,OK,,,
2025-07-24,24024,Aro com carcaça metalica para iPhone XS Max - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone XS Max,"900,00",1,1.0,OK,,,
2025-07-24,24117,Tampa de vidro com lente traseira para iPhone XS Max - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone XS Max,"500,00",2,2.0,OK,,,
2025-07-24,22666,Tampa Traseira iPhone XR - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone XR,"0,00",1,,DIVERGENTE," não encontrei , possivel compra de codigo novo e o antigo não foi removido  .",Sim,
2025-07-24,23003,Tampa Traseira iPhone XR - Coral,Manutenção Carcaça/Vidro Traseiro,M. iPhone XR,"600,00",1,1.0,OK,,,
2025-07-24,23004,Tampa Traseira iPhone XR - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone XR,"600,00",2,2.0,OK,,,
2025-07-24,23990,Tampa de vidro com lente traseira para iPhone XR Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone XR,"600,00",2,2.0,OK,,,
2025-07-24,23994,Tampa de vidro com lente traseira para iPhone XR Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone XR,"600,00",2,2.0,OK,,,
2025-07-24,24008,Aro com carcaça metalica para iPhone XR Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone XR,"800,00",1,1.0,OK,,,
2025-07-24,24123,Tampa de vidro com lente traseira para iPhone XR - Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone XR,"600,00",2,2.0,OK,,,
2025-07-24,23974,Tampa de vidro com lente traseira para iPhone X Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone X,"500,00",3,3.0,OK,,,
2025-07-24,23982,Tampa de vidro com lente traseira para iPhone X Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone X,"500,00",3,3.0,OK,,,
2025-07-24,24002,Aro com carcaça metalica para iPhone X Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone X,"700,00",1,1.0,OK,,,
2025-07-24,24004,Aro com carcaça metalica para iPhone X Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone X,"700,00",1,1.0,OK,,,
2025-07-24,25259,Tampa Traseira iPhone SE 2 - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone SE 2,"300,00",1,1.0,OK,,,
2025-07-24,25260,Tampa Traseira iPhone SE 2 - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone SE 2,"300,00",3,3.0,OK,,,
2025-07-24,25261,Tampa Traseira iPhone SE 2 - Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone SE 2,"300,00",1,1.0,OK,,,
2025-07-24,25262,Carcaça Completa iPhone SE 2 - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone SE 2,"700,00",1,1.0,OK,,,
2025-07-24,25263,Carcaça Completa iPhone SE 2 - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone SE 2,"700,00",2,2.0,OK,,,
2025-07-24,25264,Carcaça Completa iPhone SE 2 - Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone SE 2,"700,00",1,1.0,OK,,,
2025-07-24,21583,Tampa Traseira iPhone 8 Plus - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"300,00",3,3.0,OK,,,
2025-07-24,23977,Tampa de vidro com lente traseira para iPhone 8 Plus Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"300,00",1,1.0,OK,,,
2025-07-24,23979,Tampa de vidro com lente traseira para iPhone 8 Plus Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"300,00",1,1.0,OK,,,
2025-07-24,24028,Aro com carcaça metalica para iPhone 8 Plus Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"500,00",2,2.0,OK,,,
2025-07-24,24432,Tampa de vidro com lente traseira para iPhone 8 Plus - Preta,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"300,00",2,2.0,OK,,,
2025-07-24,21575,Tampa Traseira iPhone 8 - Preta,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"0,00",2,2.0,OK,,,
2025-07-24,23961,Tampa de vidro com lente traseira para iPhone 8 Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"300,00",2,2.0,OK,,,
2025-07-24,23964,Tampa de vidro com lente traseira para iPhone 8 Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"300,00",2,2.0,OK,,,
2025-07-24,23966,Tampa de vidro com lente traseira para iPhone 8 Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"300,00",2,2.0,OK,,,
2025-07-24,24014,Aro com carcaça metalica para iPhone 8 Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"400,00",1,1.0,OK,,,
2025-07-24,24016,Aro com carcaça metalica para iPhone 8 Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"400,00",1,1.0,OK,,,
2025-07-24,24018,Aro com carcaça metalica para iPhone 8 Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"500,00",2,2.0,OK,,,
2025-07-24,24428,Tampa de vidro com lente traseira para iPhone 8 - Preta,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"300,00",2,2.0,OK,,,
2025-07-24,24430,Aro com carcaça metálica para iPhone 8 - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"400,00",1,1.0,OK,,,
2025-07-24,21464,Carcaça iPhone 7 Plus - Dourada,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7 Plus,"350,00",1,1.0,OK,,,
2025-07-24,21466,Carcaça iPhone 7 Plus - Red,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7 Plus,"350,00",1,1.0,OK,,,
2025-07-24,21467,Carcaça iPhone 7 Plus - Prata,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7 Plus,"350,00",1,1.0,OK,,,
2025-07-24,21458,Carcaça iPhone 7 - Prata,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7,"300,00",1,1.0,OK,,,
2025-07-24,21462,Carcaça iPhone 7 - Dourada,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7,"300,00",1,1.0,OK,,,
2025-07-24,21463,Carcaça iPhone 7 - RED,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7,"300,00",1,1.0,OK,,,
2025-07-24,21682,Carcaça iPhone 7 - Preta,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7,"300,00",1,1.0,OK,,,
2025-07-24,21311,Carcaça iPhone 6S Plus - Dourada,Manutenção Carcaça/Vidro Traseiro,M. iPhone 6S Plus,"300,00",1,1.0,OK,,,
2025-07-24,21312,Carcaça iPhone 6S Plus - Cinza Espacial,Manutenção Carcaça/Vidro Traseiro,M. iPhone 6S Plus,"300,00",1,1.0,OK,,,
2025-07-24,5702,Carcaça iPhone 6S - Prata,Manutenção Carcaça/Vidro Traseiro,M. iPhone 6S,"200,00",1,1.0,OK,,,
2025-07-24,5704,Carcaça iPhone 6S - Cinza Espacial,Manutenção Carcaça/Vidro Traseiro,M. iPhone 6S,"200,00",1,1.0,OK,,,
2025-07-24,5049,Carcaça iPhone 6 Plus - Cinza Espacial,Manutenção Carcaça/Vidro Traseiro,M. iPhone 6 Plus,"250,00",1,1.0,OK,,,
